WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Units,Scale,Value
911,ARM,NGDPRPPPPC,Armenia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"12,631.53"
911,ARM,NGDPPC,Armenia,"Gross domestic product per capita, current prices",National currency,Units,"2,086,839.12"
911,ARM,NGDPDPC,Armenia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"4,267.49"
911,ARM,PPPPC,Armenia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"13,323.29"
911,ARM,NGAP_NPGDP,Armenia,Output gap in percent of potential GDP,Percent of potential GDP,,
911,ARM,PPPSH,Armenia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.03
911,ARM,PPPEX,Armenia,Implied PPP conversion rate,National currency per current international dollar,,156.631
911,ARM,NID_NGDP,Armenia,Total investment,Percent of GDP,,18.532
911,ARM,NGSD_NGDP,Armenia,Gross national savings,Percent of GDP,,14.746
911,ARM,PCPI,Armenia,"Inflation, average consumer prices",Index,,218.396
911,ARM,PCPIPCH,Armenia,"Inflation, average consumer prices",Percent change,,1.226
911,ARM,PCPIE,Armenia,"Inflation, end of period consumer prices",Index,,229.594
911,ARM,PCPIEPCH,Armenia,"Inflation, end of period consumer prices",Percent change,,3.746
911,ARM,TM_RPCH,Armenia,Volume of imports of goods and services,Percent change,,-30.991
911,ARM,TMG_RPCH,Armenia,Volume of Imports of goods,Percent change,,-17.325
911,ARM,TX_RPCH,Armenia,Volume of exports of goods and services,Percent change,,-35.571
911,ARM,TXG_RPCH,Armenia,Volume of exports of goods,Percent change,,-20.846
911,ARM,LUR,Armenia,Unemployment rate,Percent of total labor force,,18.1
911,ARM,LE,Armenia,Employment,Persons,Millions,
911,ARM,LP,Armenia,Population,Persons,Millions,2.962
911,ARM,GGR,Armenia,General government revenue,National currency,Billions,"1,560.66"
911,ARM,GGR_NGDP,Armenia,General government revenue,Percent of GDP,,25.247
911,ARM,GGX,Armenia,General government total expenditure,National currency,Billions,"1,894.65"
911,ARM,GGX_NGDP,Armenia,General government total expenditure,Percent of GDP,,30.649
911,ARM,GGXCNL,Armenia,General government net lending/borrowing,National currency,Billions,-333.993
911,ARM,GGXCNL_NGDP,Armenia,General government net lending/borrowing,Percent of GDP,,-5.403
911,ARM,GGSB,Armenia,General government structural balance,National currency,Billions,
911,ARM,GGSB_NPGDP,Armenia,General government structural balance,Percent of potential GDP,,
911,ARM,GGXONLB,Armenia,General government primary net lending/borrowing,National currency,Billions,-169.382
911,ARM,GGXONLB_NGDP,Armenia,General government primary net lending/borrowing,Percent of GDP,,-2.74
911,ARM,GGXWDN,Armenia,General government net debt,National currency,Billions,
911,ARM,GGXWDN_NGDP,Armenia,General government net debt,Percent of GDP,,
911,ARM,GGXWDG,Armenia,General government gross debt,National currency,Billions,"3,923.89"
911,ARM,GGXWDG_NGDP,Armenia,General government gross debt,Percent of GDP,,63.476
911,ARM,NGDP_FY,Armenia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"6,181.66"
911,ARM,BCA,Armenia,Current account balance,U.S. dollars,Billions,-0.479
911,ARM,BCA_NGDPD,Armenia,Current account balance,Percent of GDP,,-3.787
314,ABW,NGDP_R,Aruba,"Gross domestic product, constant prices",National currency,Billions,4.194
314,ABW,NGDP_RPCH,Aruba,"Gross domestic product, constant prices",Percent change,,-22.32
314,ABW,NGDP,Aruba,"Gross domestic product, current prices",National currency,Billions,4.469
314,ABW,NGDPD,Aruba,"Gross domestic product, current prices",U.S. dollars,Billions,2.497
314,ABW,PPPGDP,Aruba,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,3.329
314,ABW,NGDP_D,Aruba,"Gross domestic product, deflator",Index,,106.575
314,ABW,NGDPRPC,Aruba,"Gross domestic product per capita, constant prices",National currency,Units,"37,762.58"
314,ABW,NGDPRPPPPC,Aruba,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"28,424.05"
314,ABW,NGDPPC,Aruba,"Gross domestic product per capita, current prices",National currency,Units,"40,245.44"
314,ABW,NGDPDPC,Aruba,"Gross domestic product per capita, current prices",U.S. dollars,Units,"22,483.49"
314,ABW,PPPPC,Aruba,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"29,980.68"
314,ABW,NGAP_NPGDP,Aruba,Output gap in percent of potential GDP,Percent of potential GDP,,
314,ABW,PPPSH,Aruba,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.003
314,ABW,PPPEX,Aruba,Implied PPP conversion rate,National currency per current international dollar,,1.342
314,ABW,NID_NGDP,Aruba,Total investment,Percent of GDP,,
314,ABW,NGSD_NGDP,Aruba,Gross national savings,Percent of GDP,,6.297
314,ABW,PCPI,Aruba,"Inflation, average consumer prices",Index,,123.624
314,ABW,PCPIPCH,Aruba,"Inflation, average consumer prices",Percent change,,-1.312
314,ABW,PCPIE,Aruba,"Inflation, end of period consumer prices",Index,,122.518
314,ABW,PCPIEPCH,Aruba,"Inflation, end of period consumer prices",Percent change,,-3.066
314,ABW,TM_RPCH,Aruba,Volume of imports of goods and services,Percent change,,
314,ABW,TMG_RPCH,Aruba,Volume of Imports of goods,Percent change,,
314,ABW,TX_RPCH,Aruba,Volume of exports of goods and services,Percent change,,
314,ABW,TXG_RPCH,Aruba,Volume of exports of goods,Percent change,,
314,ABW,LUR,Aruba,Unemployment rate,Percent of total labor force,,14
314,ABW,LE,Aruba,Employment,Persons,Millions,
314,ABW,LP,Aruba,Population,Persons,Millions,0.111
314,ABW,GGR,Aruba,General government revenue,National currency,Billions,1.071
314,ABW,GGR_NGDP,Aruba,General government revenue,Percent of GDP,,23.969
314,ABW,GGX,Aruba,General government total expenditure,National currency,Billions,1.82
314,ABW,GGX_NGDP,Aruba,General government total expenditure,Percent of GDP,,40.724
314,ABW,GGXCNL,Aruba,General government net lending/borrowing,National currency,Billions,-0.749
314,ABW,GGXCNL_NGDP,Aruba,General government net lending/borrowing,Percent of GDP,,-16.755
314,ABW,GGSB,Aruba,General government structural balance,National currency,Billions,
314,ABW,GGSB_NPGDP,Aruba,General government structural balance,Percent of potential GDP,,
314,ABW,GGXONLB,Aruba,General government primary net lending/borrowing,National currency,Billions,-0.514
314,ABW,GGXONLB_NGDP,Aruba,General government primary net lending/borrowing,Percent of GDP,,-11.51
314,ABW,GGXWDN,Aruba,General government net debt,National currency,Billions,
314,ABW,GGXWDN_NGDP,Aruba,General government net debt,Percent of GDP,,
314,ABW,GGXWDG,Aruba,General government gross debt,National currency,Billions,5.146
314,ABW,GGXWDG_NGDP,Aruba,General government gross debt,Percent of GDP,,115.135
314,ABW,NGDP_FY,Aruba,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,4.469
314,ABW,BCA,Aruba,Current account balance,U.S. dollars,Billions,-0.326
314,ABW,BCA_NGDPD,Aruba,Current account balance,Percent of GDP,,-13.056
193,AUS,NGDP_R,Australia,"Gross domestic product, constant prices",National currency,Billions,"1,959.11"
193,AUS,NGDP_RPCH,Australia,"Gross domestic product, constant prices",Percent change,,-2.179
193,AUS,NGDP,Australia,"Gross domestic product, current prices",National currency,Billions,"1,965.92"
193,AUS,NGDPD,Australia,"Gross domestic product, current prices",U.S. dollars,Billions,"1,357.32"
193,AUS,PPPGDP,Australia,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"1,329.81"
193,AUS,NGDP_D,Australia,"Gross domestic product, deflator",Index,,100.348
193,AUS,NGDPRPC,Australia,"Gross domestic product per capita, constant prices",National currency,Units,"76,278.79"
193,AUS,NGDPRPPPPC,Australia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"49,088.42"
193,AUS,NGDPPC,Australia,"Gross domestic product per capita, current prices",National currency,Units,"76,543.98"
193,AUS,NGDPDPC,Australia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"52,847.68"
193,AUS,PPPPC,Australia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"51,776.72"
193,AUS,NGAP_NPGDP,Australia,Output gap in percent of potential GDP,Percent of potential GDP,,-4.108
193,AUS,PPPSH,Australia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,1.004
193,AUS,PPPEX,Australia,Implied PPP conversion rate,National currency per current international dollar,,1.478
193,AUS,NID_NGDP,Australia,Total investment,Percent of GDP,,22.271
193,AUS,NGSD_NGDP,Australia,Gross national savings,Percent of GDP,,24.87
193,AUS,PCPI,Australia,"Inflation, average consumer prices",Index,,116.175
193,AUS,PCPIPCH,Australia,"Inflation, average consumer prices",Percent change,,0.89
193,AUS,PCPIE,Australia,"Inflation, end of period consumer prices",Index,,117.1
193,AUS,PCPIEPCH,Australia,"Inflation, end of period consumer prices",Percent change,,0.861
193,AUS,TM_RPCH,Australia,Volume of imports of goods and services,Percent change,,-13.014
193,AUS,TMG_RPCH,Australia,Volume of Imports of goods,Percent change,,-2.261
193,AUS,TX_RPCH,Australia,Volume of exports of goods and services,Percent change,,-9.822
193,AUS,TXG_RPCH,Australia,Volume of exports of goods,Percent change,,-4.074
193,AUS,LUR,Australia,Unemployment rate,Percent of total labor force,,6.492
193,AUS,LE,Australia,Employment,Persons,Millions,12.668
193,AUS,LP,Australia,Population,Persons,Millions,25.684
193,AUS,GGR,Australia,General government revenue,National currency,Billions,709.497
193,AUS,GGR_NGDP,Australia,General government revenue,Percent of GDP,,36.09
193,AUS,GGX,Australia,General government total expenditure,National currency,Billions,878.266
193,AUS,GGX_NGDP,Australia,General government total expenditure,Percent of GDP,,44.674
193,AUS,GGXCNL,Australia,General government net lending/borrowing,National currency,Billions,-168.769
193,AUS,GGXCNL_NGDP,Australia,General government net lending/borrowing,Percent of GDP,,-8.585
193,AUS,GGSB,Australia,General government structural balance,National currency,Billions,-159.068
193,AUS,GGSB_NPGDP,Australia,General government structural balance,Percent of potential GDP,,-7.834
193,AUS,GGXONLB,Australia,General government primary net lending/borrowing,National currency,Billions,-149.658
193,AUS,GGXONLB_NGDP,Australia,General government primary net lending/borrowing,Percent of GDP,,-7.613
193,AUS,GGXWDN,Australia,General government net debt,National currency,Billions,679.567
193,AUS,GGXWDN_NGDP,Australia,General government net debt,Percent of GDP,,34.567
193,AUS,GGXWDG,Australia,General government gross debt,National currency,Billions,"1,136.85"
193,AUS,GGXWDG_NGDP,Australia,General government gross debt,Percent of GDP,,57.828
193,AUS,NGDP_FY,Australia,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"1,965.92"
193,AUS,BCA,Australia,Current account balance,U.S. dollars,Billions,35.224
193,AUS,BCA_NGDPD,Australia,Current account balance,Percent of GDP,,2.595
122,AUT,NGDP_R,Austria,"Gross domestic product, constant prices",National currency,Billions,348.364
122,AUT,NGDP_RPCH,Austria,"Gross domestic product, constant prices",Percent change,,-6.735
122,AUT,NGDP,Austria,"Gross domestic product, current prices",National currency,Billions,379.321
122,AUT,NGDPD,Austria,"Gross domestic product, current prices",U.S. dollars,Billions,432.912
122,AUT,PPPGDP,Austria,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,490.668
122,AUT,NGDP_D,Austria,"Gross domestic product, deflator",Index,,108.886
122,AUT,NGDPRPC,Austria,"Gross domestic product per capita, constant prices",National currency,Units,"39,137.60"
122,AUT,NGDPRPPPPC,Austria,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"52,262.89"
122,AUT,NGDPPC,Austria,"Gross domestic product per capita, current prices",National currency,Units,"42,615.50"
122,AUT,NGDPDPC,Austria,"Gross domestic product per capita, current prices",U.S. dollars,Units,"48,636.30"
122,AUT,PPPPC,Austria,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"55,125.04"
122,AUT,NGAP_NPGDP,Austria,Output gap in percent of potential GDP,Percent of potential GDP,,-2.105
122,AUT,PPPSH,Austria,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.37
122,AUT,PPPEX,Austria,Implied PPP conversion rate,National currency per current international dollar,,0.773
122,AUT,NID_NGDP,Austria,Total investment,Percent of GDP,,25.901
122,AUT,NGSD_NGDP,Austria,Gross national savings,Percent of GDP,,27.8
122,AUT,PCPI,Austria,"Inflation, average consumer prices",Index,,131.81
122,AUT,PCPIPCH,Austria,"Inflation, average consumer prices",Percent change,,1.392
122,AUT,PCPIE,Austria,"Inflation, end of period consumer prices",Index,,131.692
122,AUT,PCPIEPCH,Austria,"Inflation, end of period consumer prices",Percent change,,1.037
122,AUT,TM_RPCH,Austria,Volume of imports of goods and services,Percent change,,-9.377
122,AUT,TMG_RPCH,Austria,Volume of Imports of goods,Percent change,,-6.463
122,AUT,TX_RPCH,Austria,Volume of exports of goods and services,Percent change,,-10.759
122,AUT,TXG_RPCH,Austria,Volume of exports of goods,Percent change,,-7.816
122,AUT,LUR,Austria,Unemployment rate,Percent of total labor force,,5.4
122,AUT,LE,Austria,Employment,Persons,Millions,4.281
122,AUT,LP,Austria,Population,Persons,Millions,8.901
122,AUT,GGR,Austria,General government revenue,National currency,Billions,184.915
122,AUT,GGR_NGDP,Austria,General government revenue,Percent of GDP,,48.749
122,AUT,GGX,Austria,General government total expenditure,National currency,Billions,216.438
122,AUT,GGX_NGDP,Austria,General government total expenditure,Percent of GDP,,57.06
122,AUT,GGXCNL,Austria,General government net lending/borrowing,National currency,Billions,-31.524
122,AUT,GGXCNL_NGDP,Austria,General government net lending/borrowing,Percent of GDP,,-8.311
122,AUT,GGSB,Austria,General government structural balance,National currency,Billions,-22.224
122,AUT,GGSB_NPGDP,Austria,General government structural balance,Percent of potential GDP,,-5.736
122,AUT,GGXONLB,Austria,General government primary net lending/borrowing,National currency,Billions,-28.011
122,AUT,GGXONLB_NGDP,Austria,General government primary net lending/borrowing,Percent of GDP,,-7.384
122,AUT,GGXWDN,Austria,General government net debt,National currency,Billions,225.736
122,AUT,GGXWDN_NGDP,Austria,General government net debt,Percent of GDP,,59.511
122,AUT,GGXWDG,Austria,General government gross debt,National currency,Billions,315.644
122,AUT,GGXWDG_NGDP,Austria,General government gross debt,Percent of GDP,,83.213
122,AUT,NGDP_FY,Austria,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,379.321
122,AUT,BCA,Austria,Current account balance,U.S. dollars,Billions,8.221
122,AUT,BCA_NGDPD,Austria,Current account balance,Percent of GDP,,1.899
912,AZE,NGDP_R,Azerbaijan,"Gross domestic product, constant prices",National currency,Billions,28.619
912,AZE,NGDP_RPCH,Azerbaijan,"Gross domestic product, constant prices",Percent change,,-4.31
