Title,CDID,CPIH division weights
CPI ANNUAL RATE 09.1.5: Repair of audio-visual equipment & related products 2015=100,D7J5,
CPI ANNUAL RATE 09.2 : OTHER MAJOR DURABLES FOR RECREATION AND CULTURE 2015=100,D7H7,
CPI ANNUAL RATE 09.2.1.1 Camper vans 2015=100,L7SA,
"CPI ANNUAL RATE 09.2.1.3 Boats, outboard motors & fitting out of boats 2015=100",L7SB,
CPI ANNUAL RATE 09.2.1.5 Major items for games and sport 2015=100,L7SD,
CPI ANNUAL RATE 09.2.2.1 Musical instruments 2015=100,L7SE,
CPI ANNUAL RATE 09.2.3.0 Maintenance and repair of other major durables for recreation and culture 2015=100,L7SC,
"CPI ANNUAL RATE 09.3 : Other recreational items, gardens and pets 2015=100",D7H8,
CPI ANNUAL RATE 09.3.1 : GAMES TOYS AND HOBBIES 2015=100,D7NX,
CPI ANNUAL RATE 09.3.1.1 Games and hobbies 2015=100,L7SF,
CPI ANNUAL RATE 09.3.1.2 Toys and celebration articles 2015=100,L7SG,
CPI ANNUAL RATE 09.3.2 : Equipment for sport and open-air recreation 2015=100,D7NY,
CPI ANNUAL RATE 09.3.2.1 Equipment for sport 2015=100,L7SH,
CPI ANNUAL RATE 09.3.2.2 Equipment for camping and open-air recreation 2015=100,L7SI,
CPI ANNUAL RATE 09.3.3 : GARDEN PLANTS AND FLOWERS 2015=100,D7J7,
CPI ANNUAL RATE 09.3.3.1 Garden products 2015=100,L7SJ,
CPI ANNUAL RATE 09.3.3.2 Plants and flowers 2015=100,L7SK,
CPI ANNUAL RATE 09.3.4.1 Purchase of pets 2015=100,L7SL,
CPI ANNUAL RATE 09.3.4.2 Products for pets 2015=100,L7SM,
CPI ANNUAL RATE 09.3.4/5 : PETS AND RELATED PRODUCTS 2015=100,D7J8,
CPI ANNUAL RATE 09.3.5.0 Veterinary and other services for pets 2015=100,L7SN,
CPI ANNUAL RATE 09.4 : RECREATIONAL AND CULTURAL SERVICES 2015=100,D7H9,
CPI ANNUAL RATE 09.4.1 : RECREATIONAL AND SPORTING SERVICES 2015=100,D7NZ,
CPI ANNUAL RATE 09.4.1.1 Recreational & sporting services - Attendance 2015=100,L7SO,
CPI ANNUAL RATE 09.4.1.2 Recreational & sporting services - Participation 2015=100,L7SP,
CPI ANNUAL RATE 09.4.2 : CULTURAL SERVICES 2015=100,D7O2,
"CPI ANNUAL RATE 09.4.2.1 Cinemas, theatres, concerts 2015=100",L7SQ,
"CPI ANNUAL RATE 09.4.2.2 Museums, libraries, zoological gardens 2015=100",L7SR,
"CPI ANNUAL RATE 09.4.2.3 Television & radio licence fees, subscriptions 2015=100",L7SS,
CPI ANNUAL RATE 09.4.2.4 Hire of equipment and accessories for culture 2015=100,L7ST,
CPI ANNUAL RATE 09.4.2.5 Photographic services 2015=100,L7SU,
"CPI ANNUAL RATE 09.5 : Books, newspapers and stationery 2015=100",D7O3,
CPI ANNUAL RATE 09.5.1 : BOOKS 2015=100,D7O4,
CPI ANNUAL RATE 09.5.1.1 Fiction books 2015=100,L7SV,
CPI ANNUAL RATE 09.5.1.3 Other non-fiction books 2015=100,L7SW,
CPI ANNUAL RATE 09.5.1.4 Binding services and e-book downloads 2015=100,L7SX,
CPI ANNUAL RATE 09.5.2 : NEWSPAPERS AND PERIODICALS 2015=100,D7O5,
CPI ANNUAL RATE 09.5.2.1 Newspapers 2015=100,L7SY,
CPI ANNUAL RATE 09.5.2.2 Magazines and periodicals 2015=100,L7SZ,
CPI ANNUAL RATE 09.5.3.0 Miscellaneous printed matter 2015=100,L7T2,
"CPI ANNUAL RATE 09.5.3/4 : Misc. printed matter, stationery, drawing materials 2015=100",D7O6,
CPI ANNUAL RATE 09.5.4.1 Paper products 2015=100,L7T5,
CPI ANNUAL RATE 09.5.4.9 Other stationery and drawing materials 2015=100,L7T6,
CPI ANNUAL RATE 09.6 : PACKAGE HOLIDAY 2015=100,D7O7,
CPI ANNUAL RATE 10 : EDUCATION 2015=100,D7GH,
"CPI ANNUAL RATE 10.1/2/5 Pre-primary, Primary & Secondary education (incl not definable by level) 2015=100",L7T9,
CPI ANNUAL RATE 10.4 Tertiary education 2015=100,L7TA,
"CPI ANNUAL RATE 11 : HOTELS, CAFES AND RESTAURANTS 2015=100",D7GI,
CPI ANNUAL RATE 11.1 : CATERING 2015=100,D7HA,
CPI ANNUAL RATE 11.1.1 : RESTAURANTS & CAFES 2015=100,D7JA,
"CPI ANNUAL RATE 11.1.1.1 Restaurants, cafes and dancing establishments 2015=100",L7TC,
CPI ANNUAL RATE 11.1.1.2 Fast food and take away food services 2015=100,L7TD,
CPI ANNUAL RATE 11.1.2 : CANTEENS 2015=100,D7JB,
CPI ANNUAL RATE 11.2 : ACCOMMODATION SERVICES 2015=100,D7HB,
"CPI ANNUAL RATE 11.2.0.1 Hotels, motel, inns and similar accommodation services 2015=100",L7TF,
"CPI ANNUAL RATE 11.2.0.2 Holiday centres, camping sites, youth hostels and similar accommodation services 2015=100",L7TG,
CPI ANNUAL RATE 11.2.0.3 Accommodation services of other establishments 2015=100,L7TH,
CPI ANNUAL RATE 12 : MISCELLANEOUS GOODS AND SERVICES 2015=100,D7GJ,
CPI ANNUAL RATE 12.1 : PERSONAL CARE 2015=100,D7HC,
CPI ANNUAL RATE 12.1.1 : Hairdressing and personal grooming establishments 2015=100,D7JC,
CPI ANNUAL RATE 12.1.1.1 Hairdressing for men and children 2015=100,L7TI,
CPI ANNUAL RATE 12.1.1.2 Hairdressing for women 2015=100,L7TJ,
CPI ANNUAL RATE 12.1.1.3 Personal grooming treatments 2015=100,L7TK,
CPI ANNUAL RATE 12.1.2.1 Electric appliances for personal care 2015=100,L7TL,
CPI ANNUAL RATE 12.1.2/3 : Appliances and products for personal care 2015=100,D7JD,
CPI ANNUAL RATE 12.1.3.1 Non-electrical appliances 2015=100,L7TM,
CPI ANNUAL RATE 12.1.3.2 Articles for personal hygiene and wellness 2015=100,L7TN,
CPI ANNUAL RATE 12.3 : PERSONAL EFFECTS N.E.C. 2015=100,D7O8,
CPI ANNUAL RATE 12.3.1 : JEWELLERY CLOCKS AND WATCHES 2015=100,D7O9,
CPI ANNUAL RATE 12.3.1.1 Jewellery 2015=100,L7TO,
CPI ANNUAL RATE 12.3.1.2 Clocks and watches 2015=100,L7TP,
"CPI ANNUAL RATE 12.3.1.3 Repair of jewellery, clocks and watches 2015=100",L7TQ,
CPI ANNUAL RATE 12.3.2 : OTHER PERSONAL EFFECTS 2015=100,D7OA,
CPI ANNUAL RATE 12.3.2.1 Travel goods 2015=100,L7TR,
CPI ANNUAL RATE 12.3.2.2 Articles for babies 2015=100,L7TS,
CPI ANNUAL RATE 12.3.2.9 Other personal effects n.e.c. 2015=100,L7TT,
CPI ANNUAL RATE 12.4 : SOCIAL PROTECTION 2015=100,D7HE,
CPI ANNUAL RATE 12.4.0.1 Child care services 2015=100,L7TU,
CPI ANNUAL RATE 12.4.0.2 Retirement homes for elderly persons and residences for disabled persons 2015=100,L7TV,
CPI ANNUAL RATE 12.4.0.3 Services to maintain people in their private homes 2015=100,L7TW,
CPI ANNUAL RATE 12.5 : INSURANCE 2015=100,D7HF,
CPI ANNUAL RATE 12.5.2 : House contents insurance 2015=100,D7JE,
CPI ANNUAL RATE 12.5.3/5 : Health insurance and other insurance 2015=100,D7OD,
CPI ANNUAL RATE 12.5.4 : Transport insurance 2015=100,D7JF,
CPI ANNUAL RATE 12.5.4.1 Motor vehicle insurance 2015=100,L7U3,
CPI ANNUAL RATE 12.5.4.2 Travel insurance 2015=100,L7U4,
CPI ANNUAL RATE 12.6 : FINANCIAL SERVICES N.E.C. 2015=100,D7HG,
CPI ANNUAL RATE 12.6.2 : Other financial services (nec) 2015=100,D7HD,
CPI ANNUAL RATE 12.6.2.1 Charges by banks and post offices 2015=100,L7U5,
"CPI ANNUAL RATE 12.6.2.2 Fees & service charges of brokers,investment counsellor 2015=100",L7U6,
CPI ANNUAL RATE 12.7 : OTHER SERVICES NEC 2015=100,D7OB,
CPI ANNUAL RATE 12.7.0.1 Administrative fees 2015=100,L7U7,
CPI ANNUAL RATE 12.7.0.2 Legal services and accountancy 2015=100,L7U8,
CPI ANNUAL RATE 12.7.0.3 Funeral services 2015=100,L7U9,
CPI ANNUAL RATE 12.7.0.4 Other fees and services 2015=100,L7UA,
CPI ANNUAL RATE: Goods 2015=100,D7NM,
CPI ANNUAL RATE: Services 2015=100,D7NN,
CPI INDEX 00: ALL ITEMS 2015=100,D7BT,
CPI INDEX 01 : FOOD AND NON-ALCOHOLIC BEVERAGES 2015=100,D7BU,
CPI INDEX 01.1 : FOOD 2015=100,D7C8,
CPI INDEX 01.1.1 : BREAD & CEREALS 2015=100,D7D5,
CPI INDEX 01.1.1.1 Rice 2015=100,L78H,
CPI INDEX 01.1.1.2 Flours and other cereals 2015=100,L78I,
CPI INDEX 01.1.1.3 Bread 2015=100,L78J,
CPI INDEX 01.1.1.4 Other bakery products 2015=100,L78K,
CPI INDEX 01.1.1.5 Pizza and quiche 2015=100,L78M,
CPI INDEX 01.1.1.6 Pasta products and couscous 2015=100,L78N,
CPI INDEX 01.1.1.7/8 Breakfast cereals and other cereal products 2015=100,L78O,
CPI INDEX 01.1.2 : MEAT 2015=100,D7D6,
CPI INDEX 01.1.2.1 Beef and veal 2015=100,L78Q,
CPI INDEX 01.1.2.2 Pork 2015=100,L78R,
CPI INDEX 01.1.2.3 Lamb and goat 2015=100,L78S,
CPI INDEX 01.1.2.4 Poultry 2015=100,L78U,
CPI INDEX 01.1.2.6 Edible offal 2015=100,L78V,
"CPI INDEX 01.1.2.7 Dried, salted or smoked meat 2015=100",L78W,
CPI INDEX 01.1.2.8 Other meat preparations 2015=100,L78X,
CPI INDEX 01.1.3 : FISH 2015=100,D7D7,
CPI INDEX 01.1.3.1 Fresh or chilled fish 2015=100,L78Y,
CPI INDEX 01.1.3.4 Frozen seafood 2015=100,L78Z,
CPI INDEX 01.1.3.6 Other preserved processed fish & seafood-based prep 2015=100,L792,
"CPI INDEX 01.1.4 : MILK, CHEESE & EGGS 2015=100",D7D8,
CPI INDEX 01.1.4.1 Whole milk 2015=100,L793,
CPI INDEX 01.1.4.2 Low fat milk 2015=100,L794,
CPI INDEX 01.1.4.4 Yoghurt 2015=100,L796,
CPI INDEX 01.1.4.5 Cheese and curd 2015=100,L797,
CPI INDEX 01.1.4.6 Other milk products 2015=100,L798,
CPI INDEX 01.1.4.7 Eggs 2015=100,L79A,
CPI INDEX 01.1.5 : OILS & FATS 2015=100,D7D9,
CPI INDEX 01.1.5.1 Butter 2015=100,L79C,
CPI INDEX 01.1.5.2 Margarine and other vegetable fats 2015=100,L79D,
CPI INDEX 01.1.5.3 Olive oil 2015=100,L79E,
CPI INDEX 01.1.6 : FRUIT 2015=100,D7DA,
CPI INDEX 01.1.6.1 Fresh or chilled fruit 2015=100,L79G,
CPI INDEX 01.1.6.3 Dried fruit and nuts 2015=100,L79I,
CPI INDEX 01.1.6.4 Preserved fruit and fruit-based products 2015=100,L79K,
CPI INDEX 01.1.7 : VEGETABLES INCLUDING POTATOES AND OTHER TUBERS 2015=100,D7DB,
CPI INDEX 01.1.7.1 Fresh or chilled vegetables other than potatoes and other tubers 2015=100,L79M,
CPI INDEX 01.1.7.2 Frozen vegetables other than potatoes and other tubers 2015=100,L79N,
"CPI INDEX 01.1.7.3 Dried vegetables, other preserved or processed vegetables 2015=100",L79O,
CPI INDEX 01.1.7.4 Potatoes 2015=100,L79Q,
CPI INDEX 01.1.7.5 Crisps 2015=100,L79R,
CPI INDEX 01.1.7.6 Other tubers and products of tuber vegetables 2015=100,L79S,
"CPI INDEX 01.1.8 : SUGAR, JAM, HONEY, SYRUPS, CHOCOLATE & CONFECTIONERY 2015=100",D7DC,
CPI INDEX 01.1.8.1 Sugar 2015=100,L79U,
"CPI INDEX 01.1.8.2 Jams, marmalades and honey 2015=100",L79W,
CPI INDEX 01.1.8.3 Chocolate 2015=100,L79X,
CPI INDEX 01.1.8.4 Confectionery products 2015=100,L79Y,
CPI INDEX 01.1.8.5 Edible ices and ice cream 2015=100,L7A2,
CPI INDEX 01.1.9 : FOOD PRODUCTS 2015=100,D7DD,
"CPI INDEX 01.1.9.1 Sauces, condiments 2015=100",L7A3,
CPI INDEX 01.1.9.4 Ready-made meals 2015=100,L7A4,
CPI INDEX 01.1.9.9 Other food products n.e.c. 2015=100,L7A5,
CPI INDEX 01.2 : NON-ALCOHOLIC BEVERAGES 2015=100,D7C9,
"CPI INDEX 01.2.1 : COFFEE, TEA, COCOA 2015=100",D7DE,
CPI INDEX 01.2.1.1 Coffee 2015=100,L7A6,
CPI INDEX 01.2.1.2 Tea 2015=100,L7A8,
CPI INDEX 01.2.1.3 Cocoa and powdered chocolate 2015=100,L7AA,
"CPI INDEX 01.2.2 : MINERAL WATERS, SOFT DRINKS AND JUICES 2015=100",D7DF,
CPI INDEX 01.2.2.1 Mineral or spring waters 2015=100,L7AC,
CPI INDEX 01.2.2.2 Soft drinks 2015=100,L7AE,
CPI INDEX 01.2.2.3 Fruit and vegetable juices 2015=100,L7AF,
CPI INDEX 02.1 : ALCOHOLIC BEVERAGES 2015=100,D7CA,
CPI INDEX 02.1.1 : SPIRITS 2015=100,D7DG,
CPI INDEX 02.1.2 : WINE 2015=100,D7DH,
CPI INDEX 02.1.2.1 Wine from grapes 2015=100,L7AI,
CPI INDEX 02.1.2.2 Wine from other fruits 2015=100,L7AJ,
CPI INDEX 02.1.2.3 Fortified wines 2015=100,L7AK,
CPI INDEX 02.1.3 : BEER 2015=100,D7DI,
CPI INDEX 02.1.3.1 Lager beer 2015=100,L7AM,
CPI INDEX 02.1.3.2 Other alcoholic beer 2015=100,L7AO,
CPI INDEX 02.2 : TOBACCO 2015=100,D7CB,
CPI INDEX 02.2.0.1 Cigarettes 2015=100,L7AQ,
CPI INDEX 02.2.0.2 Cigars 2015=100,L7AR,
CPI INDEX 02.2.0.3 Other tobacco products 2015=100,L7AS,
"CPI INDEX 02:ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS 2015=100",D7BV,
CPI INDEX 03 : CLOTHING AND FOOTWEAR 2015=100,D7BW,
CPI INDEX 03.1 : CLOTHING 2015=100,D7CC,
CPI INDEX 03.1.2 : GARMENTS 2015=100,D7DK,
CPI INDEX 03.1.2.1 Garments for men 2015=100,L7AT,
CPI INDEX 03.1.2.2 Garments for women 2015=100,L7AU,
CPI INDEX 03.1.2.3 Garments for infants (0-2 yrs) & children (3-13 yrs) 2015=100,L7AW,
CPI INDEX 03.1.3 :OTHER ARTICLES OF CLOTHING & ACCESSORIES 2015=100,D7DL,
CPI INDEX 03.1.3.1 Other articles of clothing 2015=100,L7AY,
CPI INDEX 03.1.3.2 Clothing accessories 2015=100,L7AZ,
"CPI INDEX 03.1.4 : Cleaning, repair and hire of clothing 2015=100",D7DM,
CPI INDEX 03.1.4.1 Cleaning of clothing 2015=100,L7B2,
CPI INDEX 03.1.4.2 Repair and hire of clothing 2015=100,L7B3,
CPI INDEX 03.2 : FOOTWEAR INCLUDING REPAIRS 2015=100,D7CD,
CPI INDEX 03.2.1.1 Footwear for men 2015=100,L7B4,
CPI INDEX 03.2.1.2 Footwear for women 2015=100,L7B6,
CPI INDEX 03.2.1.3 Footwear for infants and children 2015=100,L7B8,
"CPI INDEX 04 : HOUSING, WATER AND FUELS 2015=100",D7BX,
CPI INDEX 04.1 : ACTUAL RENTS FOR HOUSING 2015=100,D7CE,
CPI INDEX 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING 2015=100,D7CF,
CPI INDEX 04.3.1 : Materials for maintenance and repair 2015=100,D7DN,
CPI INDEX 04.3.2 : Services for maintenance and repair 2015=100,D7DO,
CPI INDEX 04.3.2.1 Services of plumbers 2015=100,L7BO,
CPI INDEX 04.3.2.2 Services of electricians 2015=100,L7BP,
CPI INDEX 04.3.2.4 Services of painters 2015=100,L7BQ,
CPI INDEX 04.3.2.5 Services of carpenters 2015=100,L7D5,
CPI INDEX 04.4 : Water supply and misc. services for the dwelling 2015=100,D7CG,
CPI INDEX 04.4.1 : WATER SUPPLY 2015=100,D7DR,
CPI INDEX 04.4.3 : SEWERAGE COLLECTION 2015=100,D7DQ,
"CPI INDEX 04.5 : ELECTRICITY, GAS AND OTHER FUELS 2015=100",D7CH,
CPI INDEX 04.5.1 : ELECTRICITY 2015=100,D7DT,
CPI INDEX 04.5.2 : GAS 2015=100,D7DU,
CPI INDEX 04.5.2.1 Natural gas and town gas 2015=100,L7E9,
"CPI INDEX 04.5.2.2 Liquefied hydrocarbons (butane, propane etc) 2015=100",L7EA,
CPI INDEX 04.5.3 : LIQUID FUELS 2015=100,D7DV,
CPI INDEX 04.5.4 : SOLID FUELS 2015=100,D7DW,
"CPI INDEX 05 : FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE 2015=100",D7BY,
"CPI INDEX 05.1 : Furniture, furnishings and carpets 2015=100",D7CI,
CPI INDEX 05.1.1 : Furniture and furnishings 2015=100,D7DY,
CPI INDEX 05.1.1.1 Household furniture 2015=100,L7ED,
CPI INDEX 05.1.1.2 Garden furniture 2015=100,L7EE,
CPI INDEX 05.1.1.3 Lighting equipment 2015=100,L7EF,
CPI INDEX 05.1.1.9 Other furniture and furnishings 2015=100,L7EG,
CPI INDEX 05.1.2 : CARPETS & OTHER FLOOR COVERINGS 2015=100,D7DZ,
CPI INDEX 05.1.2.1 Carpets and rugs 2015=100,L7EH,
CPI INDEX 05.1.2.2 Other floor coverings 2015=100,L7EI,
CPI INDEX 05.2 : HOUSEHOLD TEXTILES 2015=100,D7CJ,
CPI INDEX 05.2.0.1 Furnishing fabrics and curtains 2015=100,L7EJ,
CPI INDEX 05.2.0.2 Bed linen 2015=100,L7EK,
CPI INDEX 05.2.0.3 Table linen and bathroom linen 2015=100,L7EN,
"CPI INDEX 05.3 : Household appliances, fitting and repairs 2015=100",D7CK,
"CPI INDEX 05.3.1.1 Refrigerators, freezers and fridge freezers 2015=100",L7EO,
"CPI INDEX 05.3.1.2 Clothes washing machines, clothes drying machines and dish washing machines 2015=100",L7EP,
CPI INDEX 05.3.1.3 Cookers 2015=100,L7EQ,
"CPI INDEX 05.3.1.4 Heaters, air conditioners 2015=100",L7ER,
CPI INDEX 05.3.1.5 Cleaning equipment 2015=100,L7ES,
CPI INDEX 05.3.1/2 : Major appliances and small electric goods 2015=100,D7E3,
"CPI INDEX 05.3.2.2 Coffee machines, tea makers & similar appliances 2015=100",L7EV,
CPI INDEX 05.3.2.3 Irons 2015=100,L7EW,
CPI INDEX 05.3.2.9 Other small electric household appliances 2015=100,L7EX,
CPI INDEX 05.3.3 : REPAIR OF HOUSEHOLD APPLIANCES 2015=100,D7E4,
"CPI INDEX 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS 2015=100",D7CL,
"CPI INDEX 05.4.0.1 Glassware, crystal-ware, ceramic ware & chinaware 2015=100",L7EZ,
"CPI INDEX 05.4.0.2 Cutlery, flatware and silverware 2015=100",L7F2,
CPI INDEX 05.4.0.3 Non-electric kitchen utensils and articles 2015=100,L7F3,
CPI INDEX 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN 2015=100,D7CM,
CPI INDEX 05.5.1.1 Motorized major tools and equipment 2015=100,L7F4,
"CPI INDEX 05.5.1.2 Repair, leasing and rental of major tools and equipment 2015=100",L7F5,
CPI INDEX 05.5.2.1 Non-motorized small tools 2015=100,L7F6,
CPI INDEX 05.5.2.2 Miscellaneous small tool accessories 2015=100,L7F7,
CPI INDEX 05.6 : Goods and services for routine maintenance 2015=100,D7CN,
CPI INDEX 05.6.1 : NON-DURABLE HOUSEHOLD GOODS 2015=100,D7E5,
CPI INDEX 05.6.1.1 Cleaning and maintenance products 2015=100,L7F8,
CPI INDEX 05.6.1.2 Other non-durable small household articles 2015=100,L7F9,
CPI INDEX 05.6.2 : Domestic services and household services 2015=100,D7E6,
CPI INDEX 05.6.2.1 Domestic services by paid staff 2015=100,L7FA,
CPI INDEX 05.6.2.9 Other domestic services and household services 2015=100,L7FB,
CPI INDEX 06 : HEALTH 2015=100,D7BZ,
CPI INDEX 06.1 : MEDICAL PRODUCTS APPLIANCES AND EQUIPMENT 2015=100,D7F6,
CPI INDEX 06.1.1 : PHARMACEUTICAL PRODUCTS 2015=100,D7F7,
CPI INDEX 06.1.2.1 Pregnancy tests and mechanical contraceptive devices 2015=100,L7FD,
CPI INDEX 06.1.2.9 Other medical products n.e.c. 2015=100,L7FE,
CPI INDEX 06.1.2/3 : OTHER MEDICAL AND THERAPEUTIC EQUIPMENT 2015=100,D7F8,
CPI INDEX 06.1.3.1 Corrective eye-glasses and contact lenses 2015=100,L7FH,
CPI INDEX 06.2 : OUT-PATIENT SERVICES: 2015=100,D7F9,
CPI INDEX 06.2.1/3 : MEDICAL SERVICES AND PARAMEDICAL SERVICES: 2015=100,D7FA,
CPI INDEX 06.2.2 : DENTAL SERVICES: 2015=100,D7FB,
CPI INDEX 06.3 : HOSPITAL SERVICES 2015=100,D7FC,
CPI INDEX 07 : TRANSPORT 2015=100,D7C2,
CPI INDEX 07.1 : PURCHASE OF VEHICLES 2015=100,D7CO,
CPI INDEX 07.1.1A : NEW CARS 2015=100,D7E8,
CPI INDEX 07.1.1B : SECOND-HAND CARS 2015=100,D7E9,
CPI INDEX 07.1.2.0 Motor cycles 2015=100,L7FK,
CPI INDEX 07.1.2/3 : MOTOR CYCLES AND BICYCLES 2015=100,D7EA,
CPI INDEX 07.1.3.0 Bicycles 2015=100,L7FL,
CPI INDEX 07.2 : OPERATION OF PERSONAL TRANSPORT EQUIPMENT 2015=100,D7CP,
CPI INDEX 07.2.1 : SPARE PARTS & ACCESSORIES 2015=100,D7EB,
CPI INDEX 07.2.1.1 Tyres 2015=100,L7FM,
CPI INDEX 07.2.1.2 Spare parts for personal transport equipment 2015=100,L7FN,
CPI INDEX 07.2.2 : FUELS & LUBRICANTS 2015=100,D7EC,
CPI INDEX 07.2.2.1 Diesel 2015=100,L7FO,
CPI INDEX 07.2.2.2 Petrol 2015=100,L7FP,
CPI INDEX 07.2.2.4 Lubricants 2015=100,L7FQ,
CPI INDEX 07.2.3 : MAINTENANCE & REPAIRS 2015=100,D7ED,
CPI INDEX 07.2.4 : OTHER SERVICES 2015=100,D7EE,
"CPI INDEX 07.2.4.1 Hire of garages, parking spaces and personal transport equipment 2015=100",L7FS,
CPI INDEX 07.2.4.2 Toll facilities and parking meters 2015=100,L7FT,
"CPI INDEX 07.2.4.3 Driving lessons, test licences & road worthiness test 2015=100",L7FU,
CPI INDEX 07.3 : TRANSPORT SERVICES 2015=100,D7CQ,
CPI INDEX 07.3.1 : PASSENGER TRANSPORT BY RAILWAY 2015=100,D7EF,
CPI INDEX 07.3.1.1 Passenger transport by train 2015=100,L7FV,
CPI INDEX 07.3.1.2 Passenger transport by underground and tram 2015=100,L7FW,
CPI INDEX 07.3.2.1 Passenger transport by bus and coach 2015=100,L7FZ,
CPI INDEX 07.3.2.2 Passenger transport by taxi & hired car with driver 2015=100,L7G2,
CPI INDEX 07.3.2/6 : Passenger transport by road and other transport services 2015=100,D7EG,
CPI INDEX 07.3.3 : PASSENGER TRANSPORT BY AIR 2015=100,D7EH,
CPI INDEX 07.3.4 : PASSENGER TRANSPORT BY SEA AND INLAND WATERWAY 2015=100,D7EI,
CPI INDEX 07.3.6.2 Removal and Storage Services 2015=100,L7G8,
CPI INDEX 08 : COMMUNICATION 2015=100,D7C3,
CPI INDEX 08.1 : POSTAL SERVICES 2015=100,D7CR,
CPI INDEX 08.2.0.1 Fixed telephone equipment 2015=100,L7GE,
CPI INDEX 08.2.0.2 Mobile telephone equipment 2015=100,L7GG,
CPI INDEX 08.2/3: TELEPHONE AND TELEFAX EQUIPMENT AND SERVICES 2015=100,D7EM,
CPI INDEX 08.3.0.1 Wired telephone services 2015=100,L7GH,
CPI INDEX 08.3.0.2 Wireless telephone services 2015=100,L7GI,
CPI INDEX 08.3.0.3 Internet access provision services 2015=100,L7GK,
CPI INDEX 08.3.0.4 Bundled telecommunication services 2015=100,L7GL,
CPI INDEX 09 : RECREATION & CULTURE 2015=100,D7C4,
CPI INDEX 09.1 : Audio-visual equipment and related products 2015=100,D7CS,
CPI INDEX 09.1.1 : Reception and reproduction of sound and pictures 2015=100,D7EN,
"CPI INDEX 09.1.1.1 Equipment for the reception, recording and reproduction of sound 2015=100",L7GM,
"CPI INDEX 09.1.1.2 Equipment for the reception, recording and reproduction of sound and vision 2015=100",L7GP,
CPI INDEX 09.1.1.3 Portable sound and vision devices 2015=100,L7GQ,
"CPI INDEX 09.1.1.9 Other equipment for the reception, recording and reproduction of sound and picture 2015=100",L7GR,
"CPI INDEX 09.1.2 : PHOTOGRAPHIC, CINEMATOGRAPHIC & OPTICAL EQUIPMENT 2015=100",D7EO,
CPI INDEX 09.1.3 : Data processing equipment 2015=100,D7EP,
CPI INDEX 09.1.3.1 Personal computers 2015=100,L7GT,
CPI INDEX 09.1.3.2 Accessories for information processing equipment 2015=100,L7GU,
CPI INDEX 09.1.3.3 Software 2015=100,L7GV,
CPI INDEX 09.1.4 : RECORDING MEDIA 2015=100,D7ES,
CPI INDEX 09.1.4.1 Pre-recorded recording media 2015=100,L7GW,
CPI INDEX 09.1.4.2 Unrecorded recording media 2015=100,L7GX,
CPI INDEX 09.1.4.9 Other recording media 2015=100,L7GY,
CPI INDEX 09.1.5 : Repair of audio-visual equipment & related products 2015=100,D7ER,
CPI INDEX 09.2 : OTHER MAJOR DURABLES FOR RECREATION AND CULTURE 2015=100,D7CT,
"CPI INDEX 09.2.1.1 Camper vans, caravans and trailers 2015=100",L7H2,
"CPI INDEX 09.2.1.3 Boats, outboard motors and fitting out of boats 2015=100",L7H3,
CPI INDEX 09.2.1.5 Major items for games and sport 2015=100,L7H5,
CPI INDEX 09.2.1/2/3 : Major durables for in/outdoor recreation & their maintenance 2015=100,D7FD,
CPI INDEX 09.2.2.1 Musical instruments 2015=100,L7H6,
CPI INDEX 09.2.3.0 Maintenance and repair of other major durables for recreation and culture 2015=100,L7H4,
CPI INDEX 09.3 : OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS & PETS 2015=100,D7CU,
CPI INDEX 09.3.1 : GAMES TOYS AND HOBBIES 2015=100,D7FF,
CPI INDEX 09.3.1.1 Games and hobbies 2015=100,L7H9,
CPI INDEX 09.3.1.2 Toys and celebration articles 2015=100,L7HA,
CPI INDEX 09.3.2 : EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION 2015=100,D7FG,
CPI INDEX 09.3.2.1 Equipment for sport 2015=100,L7HB,
CPI INDEX 09.3.2.2 Equipment for camping and open-air recreation 2015=100,L7HC,
CPI INDEX 09.3.3 : GARDEN PLANTS AND FLOWERS 2015=100,D7ET,
CPI INDEX 09.3.3.1 Garden products 2015=100,L7HD,
CPI INDEX 09.3.3.2 Plants and flowers 2015=100,L7HE,
CPI INDEX 09.3.4.1 Purchase of pets 2015=100,L7HF,
CPI INDEX 09.3.4.2 Products for pets 2015=100,L7HG,
"CPI INDEX 09.3.4/5 : Pets, related products and services 2015=100",D7EU,
CPI INDEX 09.3.5.0 Veterinary and other services for pets 2015=100,L7HH,
CPI INDEX 09.4 : RECREATIONAL AND CULTURAL SERVICES 2015=100,D7CV,
CPI INDEX 09.4.1 : RECREATIONAL AND SPORTING SERVICES 2015=100,D7FH,
CPI INDEX 09.4.1.1 Recreational and sporting services - Attendance 2015=100,L7HI,
CPI INDEX 09.4.1.2 Recreational and sporting services - Participation 2015=100,L7HJ,
CPI INDEX 09.4.2 : CULTURAL SERVICES 2015=100,D7FI,
